career_outcome_code,universe_code,name,description,governance_status,version,source_workbook
CAR-SCI-MARCOS-AC304,UNI-SCIENCE,MARCOS,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-MARINE-ENGINEERIN-BD12D,UNI-SCIENCE,MARINE ENGINEERING,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-MARINE-TECHNICIAN-6E55C,UNI-SCIENCE,Marine Technician,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-MARKETING-ANALYST-CE7DA,UNI-SCIENCE,Marketing Analyst,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-MATERIALS-SCIENCE-A59A5,UNI-SCIENCE,MATERIALS SCIENCE,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-MATERIALS-SCIENCE-A8075,UNI-SCIENCE,Materials Science (BSc),,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-MATHEMATICS-E17F5,UNI-SCIENCE,Mathematics,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-MECHANICAL-ENGINE-36283,UNI-SCIENCE,Mechanical Engineering,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-MECHATRONICS-ENGI-72E9C,UNI-SCIENCE,MECHATRONICS ENGINEERING,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-METALLURGICAL-ENG-43BD5,UNI-SCIENCE,METALLURGICAL ENGINEERING,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-METEOROLOGIST-F4B4B,UNI-SCIENCE,Meteorologist,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-MICROBIOLOGY-1A40A,UNI-SCIENCE,Microbiology,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-MILITARY-DOCTOR-A6986,UNI-SCIENCE,Military Doctor,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-MINING-ENGINEERIN-A7154,UNI-SCIENCE,MINING ENGINEERING,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-MINING-TECHNICIAN-AB9C6,UNI-SCIENCE,Mining Technician,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-MLOPS-ENGINEER-3D44E,UNI-SCIENCE,MLOps Engineer,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-MOTION-DESIGN-3502D,UNI-SCIENCE,Motion Design,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-MRO-ENGINEER-EDC9A,UNI-SCIENCE,MRO Engineer,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-NANOTECHNOLOGY-3E45B,UNI-SCIENCE,NANOTECHNOLOGY,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-NATUROPATHY-YOGIC-5412C,UNI-SCIENCE,Naturopathy & Yogic Sciences (BNYS),,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-NAVAL-ARCHITECTUR-AB88D,UNI-SCIENCE,NAVAL ARCHITECTURE,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-NAVAL-ENGINEER-D6D80,UNI-SCIENCE,Naval Engineer,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-NAVAL-OFFICER-F8F0C,UNI-SCIENCE,Naval Officer,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-NAVIK-A47E8,UNI-SCIENCE,Navik,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-NETWORK-ENGINEER-26C50,UNI-SCIENCE,Network Engineer,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-NLP-ENGINEER-70FDF,UNI-SCIENCE,NLP Engineer,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-NURSING-BSC-745B4,UNI-SCIENCE,Nursing (BSc),,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-NURSING-OFFICER-5EFBF,UNI-SCIENCE,Nursing Officer,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-OCEANOGRAPHY-MARI-B6FDF,UNI-SCIENCE,Oceanography / Marine Science,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-OFFICER-E3B5E,UNI-SCIENCE,Officer,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-OPERATOR-1F7CF,UNI-SCIENCE,Operator,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-PACKAGING-DESIGN-1967C,UNI-SCIENCE,Packaging Design,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-PACKAGING-TECHNIC-C2351,UNI-SCIENCE,Packaging Technician,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-PACKAGING-TECHNOL-3358C,UNI-SCIENCE,PACKAGING TECHNOLOGY,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-PARA-SF-424A8,UNI-SCIENCE,Para SF,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-PART-TIME-OFFICER-FBC29,UNI-SCIENCE,Part-time Officer,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-PATHOLOGY-B32A0,UNI-SCIENCE,Pathology,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-PEDIATRICS-F81AB,UNI-SCIENCE,Pediatrics,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-PETROLEUM-ENGINEE-FB536,UNI-SCIENCE,PETROLEUM ENGINEERING,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-PHARMACIST-26368,UNI-SCIENCE,Pharmacist,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-PHARMACY-BPHARM-8FAC9,UNI-SCIENCE,Pharmacy (BPharm),,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-PHYSICS-2EA48,UNI-SCIENCE,Physics,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-PHYSIOTHERAPY-BPT-7508D,UNI-SCIENCE,Physiotherapy (BPT),,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-PILOT-9A174,UNI-SCIENCE,Pilot,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-PLUMBER-970A5,UNI-SCIENCE,Plumber,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-POLYMER-PLASTICS-EE8FC,UNI-SCIENCE,POLYMER / PLASTICS ENGINEERING,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-PRINTING-TECHNICI-A304C,UNI-SCIENCE,Printing Technician,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-PRINTING-TECHNOLO-8C9B9,UNI-SCIENCE,PRINTING TECHNOLOGY,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-PROCESS-TECHNICIA-7C5A6,UNI-SCIENCE,Process Technician,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-PRODUCT-ANALYST-23084,UNI-SCIENCE,Product Analyst,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-PRODUCT-DESIGN-219E7,UNI-SCIENCE,Product Design,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-PSYCHIATRY-82FCA,UNI-SCIENCE,Psychiatry,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-PULP-PAPER-TECHNO-0EF73,UNI-SCIENCE,PULP & PAPER TECHNOLOGY,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-QUANTITATIVE-ANAL-6E5DD,UNI-SCIENCE,Quantitative Analyst,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-RADIOLOGY-9BA7A,UNI-SCIENCE,Radiology,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-RADIOLOGY-TECH-7B544,UNI-SCIENCE,Radiology Tech,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-RAMP-STAFF-BFB3A,UNI-SCIENCE,Ramp Staff,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-RENEWABLE-ENERGY-7C109,UNI-SCIENCE,RENEWABLE ENERGY,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-REPAIR-TECHNICIAN-7909B,UNI-SCIENCE,Repair Technician,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-RISK-ANALYST-2F310,UNI-SCIENCE,Risk Analyst,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-ROBOTICS-ENGINEER-C9C18,UNI-SCIENCE,ROBOTICS ENGINEERING,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-SAFETY-OFFICER-35334,UNI-SCIENCE,Safety Officer,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-SAILOR-3D248,UNI-SCIENCE,Sailor,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-SCIENTIST-87B30,UNI-SCIENCE,Scientist,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-SECURITY-STAFF-95906,UNI-SCIENCE,Security Staff,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-SECURITY-TECHNICI-F47D0,UNI-SCIENCE,Security Technician,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-SERVICE-DESIGN-A7801,UNI-SCIENCE,Service Design,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-SIDDHA-MEDICINE-B-75CEF,UNI-SCIENCE,Siddha Medicine (BSMS),,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-SKILLED-WORKER-A81FA,UNI-SCIENCE,Skilled worker,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-SOIL-SCIENCE-FAC12,UNI-SCIENCE,Soil Science,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-SOLAR-INSTALLER-54C78,UNI-SCIENCE,Solar Installer,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-SOLDIER-267AD,UNI-SCIENCE,Soldier,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-SPACE-TECHNOLOGY-24B4C,UNI-SCIENCE,SPACE TECHNOLOGY,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-STATISTICS-2E374,UNI-SCIENCE,Statistics,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-SUPPLY-CHAIN-OPER-0ECCD,UNI-SCIENCE,Supply Chain / Operations Analyst,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-SURVEYOR-B068D,UNI-SCIENCE,Surveyor,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-TECH-SOLDIER-148FD,UNI-SCIENCE,Tech Soldier,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-TECHNICIAN-5A57B,UNI-SCIENCE,Technician,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-TEXTILE-DESIGN-0C3E5,UNI-SCIENCE,Textile Design,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-TEXTILE-ENGINEERI-7324F,UNI-SCIENCE,TEXTILE ENGINEERING,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-TOOL-DIE-MAKER-5DBDF,UNI-SCIENCE,Tool & Die Maker,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-TOOL-ENGINEERING-2D7F8,UNI-SCIENCE,TOOL ENGINEERING,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-UI-ENGINEERING-CR-9D6A5,UNI-SCIENCE,UI Engineering / Creative Frontend,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-UI-UX-DESIGN-B2FF5,UNI-SCIENCE,UI/UX Design,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-UNANI-MEDICINE-BU-B0156,UNI-SCIENCE,Unani Medicine (BUMS),,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-VISUAL-COMMUNICAT-40D3D,UNI-SCIENCE,Visual Communication Design,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-WAYFINDING-ENVIRO-2AB13,UNI-SCIENCE,Wayfinding / Environmental Graphics,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-WELDER-21472,UNI-SCIENCE,Welder,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-ZOOLOGY-34048,UNI-SCIENCE,Zoology,,Validated,0.6.1a,1-Structured-Science.xlsx
